日期,訂單編號,會員編號,商品分類,商品名稱,結帳金額,付款方式
2026-04-14 12:30,SA-539747,M00344,母嬰用品,Combi 奶瓶消毒鍋,3244,信用卡
2026-04-29 13:49,SA-194987,M00538,3C家電,LG 掃地機器人,15480,超商貨到付款
2026-04-17 21:08,SA-589045,M01387,3C家電,Nintendo Switch,9144,信用卡
2026-04-18 00:29,SA-557811,M00176,3C家電,LG 掃地機器人,15647,信用卡
2026-04-04 13:38,SA-221716,M00543,3C家電,Apple Watch S9,12513,信用卡
2026-04-20 00:33,SA-130653,M01367,3C家電,Nintendo Switch,9068,街口支付
2026-04-26 04:10,SA-349826,M01177,保健食品,桂格 大燕麥片,225,街口支付
2026-04-15 21:39,SA-382987,M00369,服飾配件,Ray-Ban 飛行員太陽眼鏡,5220,信用卡
2026-04-18 22:50,SA-135470,M00560,母嬰用品,明治 金選奶粉,689,ATM轉帳
2026-04-04 08:01,SA-940803,M00954,3C家電,Apple Watch S9,12230,LinePay
2026-04-21 20:39,SA-364770,M01398,生活居家,TOTO 溫水洗淨便座,9105,LinePay
2026-04-16 10:55,SA-804341,M00248,生活居家,舒潔 抽取式衛生紙(箱),814,LinePay
2026-04-30 18:47,SA-118138,M00223,服飾配件,Nike Air Force 1,3356,超商貨到付款
2026-04-08 07:02,SA-171973,M01384,美妝保養,理膚寶水 B5全面修復霜,830,信用卡
2026-04-13 01:16,SA-620658,M00312,服飾配件,Nike Air Force 1,3259,信用卡
2026-04-26 19:46,SA-203082,M00732,3C家電,LG 掃地機器人,14666,LinePay
2026-04-03 11:41,SA-762575,M00318,3C家電,Dyson 吹風機,14016,街口支付
2026-04-03 15:01,SA-643601,M01386,服飾配件,Uniqlo 極暖發熱衣,771,LinePay
2026-04-15 23:15,SA-450555,M00677,服飾配件,G-Shock 經典運動錶,2954,ATM轉帳
2026-04-02 08:22,SA-740466,M01071,美妝保養,蘭蔻 極光水,3470,信用卡
2026-04-23 01:24,SA-103020,M01088,美妝保養,資生堂 百優精純乳霜,2640,超商貨到付款
2026-04-23 12:06,SA-200909,M01276,美妝保養,蘭蔻 極光水,3281,信用卡
2026-04-15 07:46,SA-587458,M00473,生活居家,舒潔 抽取式衛生紙(箱),828,超商貨到付款
2026-04-13 01:35,SA-268147,M00130,3C家電,iPhone 15 Pro,35052,信用卡
2026-04-12 17:21,SA-855557,M00376,3C家電,LG 掃地機器人,15844,ATM轉帳
2026-04-26 06:00,SA-957745,M00221,母嬰用品,Joie 輕量雙向推車,6473,信用卡
2026-04-19 08:20,SA-222943,M00474,服飾配件,Levi's 501牛仔褲,3757,超商貨到付款
2026-04-29 19:27,SA-717062,M01337,服飾配件,Nike Air Force 1,3214,信用卡
2026-04-03 18:12,SA-653452,M00047,美妝保養,雅詩蘭黛 小棕瓶,3857,信用卡
2026-04-26 19:01,SA-990776,M00759,3C家電,LG 掃地機器人,14392,信用卡
2026-04-19 09:49,SA-994962,M01292,保健食品,白蘭氏 雙認證雞精(盒),1246,超商貨到付款
2026-04-13 20:41,SA-658053,M00758,服飾配件,Levi's 501牛仔褲,3876,信用卡
2026-04-04 11:49,SA-655272,M00621,服飾配件,Levi's 501牛仔褲,3871,超商貨到付款
2026-04-10 22:14,SA-754611,M01106,3C家電,Apple Watch S9,12863,信用卡
2026-04-22 23:11,SA-767742,M00338,生活居家,3M 淨水器濾心,2253,超商貨到付款
2026-04-26 00:42,SA-848432,M00087,美妝保養,雅詩蘭黛 小棕瓶,3936,信用卡
2026-04-01 03:45,SA-499255,M01493,生活居家,舒潔 抽取式衛生紙(箱),832,街口支付
2026-04-17 21:58,SA-118790,M00899,生活居家,宜得利 N-COOL涼感床墊,1225,信用卡
2026-04-06 20:09,SA-414924,M00043,服飾配件,Levi's 501牛仔褲,3679,ATM轉帳
2026-04-03 16:03,SA-686526,M00535,美妝保養,蘭蔻 極光水,3332,超商貨到付款
2026-04-20 15:39,SA-829686,M00628,母嬰用品,幫寶適 一級幫紙尿褲(箱),1481,LinePay
2026-04-02 19:14,SA-547679,M01033,美妝保養,蘭蔻 極光水,3586,超商貨到付款
2026-04-14 23:37,SA-736681,M01194,3C家電,Dyson 吹風機,13915,LinePay
2026-04-16 14:52,SA-533825,M01187,美妝保養,SK-II 青春露,5841,信用卡
2026-04-11 03:24,SA-844690,M01425,美妝保養,理膚寶水 B5全面修復霜,803,ATM轉帳
2026-04-16 06:50,SA-829081,M00533,母嬰用品,Combi 奶瓶消毒鍋,2973,LinePay
2026-04-22 16:30,SA-633188,M00813,3C家電,LG 掃地機器人,14535,超商貨到付款
2026-04-08 03:13,SA-973893,M00325,3C家電,Nintendo Switch,9185,信用卡
2026-04-19 07:31,SA-776002,M00496,美妝保養,資生堂 百優精純乳霜,2786,街口支付
2026-04-02 10:00,SA-439119,M01368,服飾配件,Uniqlo 極暖發熱衣,772,LinePay
2026-04-16 09:22,SA-362013,M00577,3C家電,Sony 降噪耳機,10364,信用卡
2026-04-13 20:10,SA-639252,M01282,母嬰用品,幫寶適 一級幫紙尿褲(箱),1469,信用卡
2026-04-02 14:30,SA-407713,M01359,3C家電,Nintendo Switch,8909,ATM轉帳
2026-04-27 12:59,SA-509101,M00385,母嬰用品,明治 金選奶粉,690,信用卡
2026-04-11 08:48,SA-191190,M00663,3C家電,iPhone 15 Pro,33210,超商貨到付款
2026-04-01 13:07,SA-338823,M00624,美妝保養,蘭蔻 極光水,3538,LinePay
2026-04-11 20:07,SA-695584,M00383,3C家電,Nintendo Switch,8986,街口支付
2026-04-01 11:47,SA-176968,M00587,美妝保養,SK-II 青春露,6224,LinePay
2026-04-26 12:07,SA-637367,M00014,美妝保養,雅詩蘭黛 小棕瓶,4123,超商貨到付款
2026-04-09 21:09,SA-839585,M00872,保健食品,娘家 益生菌,1087,信用卡
2026-04-12 19:52,SA-364322,M00862,母嬰用品,貝親 寬口玻璃奶瓶,523,超商貨到付款
2026-04-13 12:03,SA-274096,M00950,保健食品,善存 綜合維他命,930,信用卡
2026-04-02 17:03,SA-410405,M00263,生活居家,舒潔 抽取式衛生紙(箱),845,超商貨到付款
2026-04-10 06:10,SA-103735,M01297,服飾配件,Nike Air Force 1,3361,信用卡
2026-04-25 06:51,SA-119582,M00618,保健食品,白蘭氏 雙認證雞精(盒),1293,信用卡
2026-04-30 06:18,SA-406838,M01345,美妝保養,資生堂 百優精純乳霜,2671,信用卡
2026-04-22 22:44,SA-644873,M00973,3C家電,LG 掃地機器人,15743,LinePay
2026-04-02 12:18,SA-910140,M01110,美妝保養,資生堂 百優精純乳霜,2638,信用卡
2026-04-09 09:32,SA-826591,M00990,美妝保養,蘭蔻 極光水,3350,信用卡
2026-04-21 09:39,SA-424528,M00653,3C家電,Sony 降噪耳機,10652,LinePay
2026-04-12 16:35,SA-789130,M01416,服飾配件,Uniqlo 極暖發熱衣,750,LinePay
2026-04-29 11:47,SA-500075,M00017,美妝保養,蘭蔻 極光水,3406,街口支付
2026-04-04 18:57,SA-134069,M00173,美妝保養,蘭蔻 極光水,3278,超商貨到付款
2026-04-03 21:46,SA-218523,M00556,母嬰用品,Combi 奶瓶消毒鍋,3077,超商貨到付款
2026-04-03 15:23,SA-511162,M00047,母嬰用品,貝親 寬口玻璃奶瓶,551,信用卡
2026-04-26 23:53,SA-314327,M00860,美妝保養,資生堂 百優精純乳霜,2727,信用卡
2026-04-08 08:41,SA-786656,M00814,3C家電,LG 掃地機器人,15676,LinePay
2026-04-16 15:03,SA-534816,M00975,生活居家,宜得利 N-COOL涼感床墊,1195,LinePay
2026-04-24 20:48,SA-218967,M00794,服飾配件,Nike Air Force 1,3143,LinePay
2026-04-07 12:33,SA-166883,M01306,3C家電,Apple Watch S9,13296,信用卡
2026-04-29 07:26,SA-918637,M01144,母嬰用品,幫寶適 一級幫紙尿褲(箱),1543,信用卡
2026-04-21 20:11,SA-859058,M00010,服飾配件,G-Shock 經典運動錶,3083,LinePay
2026-04-18 05:10,SA-451624,M00709,3C家電,LG 掃地機器人,14801,信用卡
2026-04-18 00:13,SA-106414,M00803,3C家電,Sony 降噪耳機,10820,信用卡
2026-04-02 22:35,SA-744428,M00264,生活居家,3M 淨水器濾心,2243,LinePay
2026-04-23 10:33,SA-888103,M00344,生活居家,TOTO 溫水洗淨便座,9875,信用卡
2026-04-22 20:14,SA-634045,M01321,美妝保養,蘭蔻 極光水,3575,信用卡
2026-04-22 01:46,SA-542588,M00728,生活居家,舒潔 抽取式衛生紙(箱),825,信用卡
2026-04-14 06:24,SA-919325,M00985,生活居家,舒潔 抽取式衛生紙(箱),859,信用卡
2026-04-28 20:24,SA-489595,M00113,3C家電,Apple Watch S9,13091,街口支付
2026-04-02 12:23,SA-466060,M01120,美妝保養,資生堂 百優精純乳霜,2588,超商貨到付款
2026-04-09 12:38,SA-239600,M01063,生活居家,宜得利 N-COOL涼感床墊,1270,信用卡
2026-04-26 22:21,SA-535505,M00938,服飾配件,Uniqlo 極暖發熱衣,786,信用卡
2026-04-15 16:43,SA-364380,M00330,服飾配件,Levi's 501牛仔褲,3968,超商貨到付款
2026-04-16 19:27,SA-808569,M01064,3C家電,Apple Watch S9,12632,信用卡
2026-04-06 19:45,SA-468286,M00428,美妝保養,資生堂 百優精純乳霜,2654,信用卡
2026-04-02 17:31,SA-789259,M00680,3C家電,LG 掃地機器人,14381,信用卡
2026-04-06 05:36,SA-180091,M01269,生活居家,3M 淨水器濾心,2400,信用卡
2026-04-11 06:27,SA-998874,M00045,生活居家,宜得利 N-COOL涼感床墊,1267,LinePay
2026-04-06 09:58,SA-179821,M00593,美妝保養,蘭蔻 極光水,3253,信用卡
2026-04-26 08:41,SA-472436,M01344,3C家電,Dyson 吹風機,13655,信用卡
2026-04-12 07:34,SA-817857,M00236,服飾配件,Uniqlo 極暖發熱衣,727,街口支付
2026-04-27 18:02,SA-199334,M00351,生活居家,TOTO 溫水洗淨便座,9720,LinePay
2026-04-19 06:38,SA-482490,M00738,3C家電,iPhone 15 Pro,36351,超商貨到付款
2026-04-02 12:03,SA-788303,M01340,3C家電,Apple Watch S9,13289,信用卡
2026-04-19 11:08,SA-631705,M01043,3C家電,iPhone 15 Pro,36467,ATM轉帳
2026-04-20 10:01,SA-509637,M00004,美妝保養,蘭蔻 極光水,3389,超商貨到付款
2026-04-07 16:54,SA-172426,M01236,美妝保養,資生堂 百優精純乳霜,2719,信用卡
2026-04-15 11:23,SA-269470,M00330,美妝保養,SK-II 青春露,5810,信用卡
2026-04-04 02:24,SA-404660,M00041,美妝保養,SK-II 青春露,6001,LinePay
2026-04-30 22:26,SA-946839,M00298,服飾配件,Uniqlo 極暖發熱衣,786,信用卡
2026-04-21 17:59,SA-248646,M00510,美妝保養,蘭蔻 極光水,3583,超商貨到付款
2026-04-03 05:11,SA-269261,M00015,服飾配件,Uniqlo 極暖發熱衣,755,街口支付
2026-04-13 11:02,SA-964828,M00506,母嬰用品,貝親 寬口玻璃奶瓶,537,信用卡
2026-04-22 19:18,SA-534598,M01443,生活居家,TOTO 溫水洗淨便座,9463,超商貨到付款
2026-04-30 19:14,SA-468756,M00147,3C家電,iPhone 15 Pro,36456,信用卡
2026-04-08 16:04,SA-693950,M01317,服飾配件,Levi's 501牛仔褲,3928,街口支付
2026-04-15 03:57,SA-204868,M00207,母嬰用品,幫寶適 一級幫紙尿褲(箱),1450,信用卡
2026-04-03 18:16,SA-280560,M01141,生活居家,TOTO 溫水洗淨便座,9839,超商貨到付款
2026-04-03 03:31,SA-688635,M00109,保健食品,白蘭氏 雙認證雞精(盒),1304,信用卡
2026-04-05 03:55,SA-387565,M00355,美妝保養,雅詩蘭黛 小棕瓶,3884,信用卡
2026-04-24 07:00,SA-880442,M00625,服飾配件,Levi's 501牛仔褲,3778,LinePay
2026-04-03 15:50,SA-334139,M01237,服飾配件,Ray-Ban 飛行員太陽眼鏡,5276,超商貨到付款
2026-04-19 21:54,SA-300161,M00939,3C家電,LG 掃地機器人,14648,信用卡
2026-04-23 10:38,SA-170785,M00267,生活居家,TOTO 溫水洗淨便座,9380,信用卡
2026-04-06 11:54,SA-253296,M00903,生活居家,TOTO 溫水洗淨便座,9568,信用卡
2026-04-21 06:07,SA-130748,M01401,母嬰用品,幫寶適 一級幫紙尿褲(箱),1546,LinePay
2026-04-06 08:25,SA-116047,M00313,服飾配件,G-Shock 經典運動錶,3121,信用卡
2026-04-30 03:53,SA-945143,M00804,美妝保養,蘭蔻 極光水,3576,LinePay
2026-04-28 11:40,SA-652861,M00613,美妝保養,雅詩蘭黛 小棕瓶,4034,信用卡
2026-04-15 18:17,SA-904988,M00962,生活居家,宜得利 N-COOL涼感床墊,1198,街口支付
2026-04-17 02:07,SA-541746,M00579,服飾配件,Nike Air Force 1,3294,信用卡
2026-04-27 22:17,SA-117741,M00378,服飾配件,G-Shock 經典運動錶,2930,信用卡
2026-04-29 21:01,SA-917141,M01167,美妝保養,理膚寶水 B5全面修復霜,837,信用卡
2026-04-27 07:35,SA-612873,M01001,服飾配件,Levi's 501牛仔褲,3722,LinePay
2026-04-06 08:15,SA-497936,M00282,服飾配件,G-Shock 經典運動錶,3030,信用卡
2026-04-11 10:21,SA-604090,M00430,生活居家,舒潔 抽取式衛生紙(箱),824,街口支付
2026-04-11 13:54,SA-520555,M01175,保健食品,娘家 大紅麴,2403,LinePay
2026-04-12 19:08,SA-620520,M01068,服飾配件,Uniqlo 極暖發熱衣,737,超商貨到付款
2026-04-26 23:39,SA-570847,M01369,服飾配件,G-Shock 經典運動錶,2961,信用卡
2026-04-04 22:02,SA-860415,M00007,服飾配件,Nike Air Force 1,3331,LinePay
2026-04-12 10:30,SA-375973,M00428,生活居家,舒潔 抽取式衛生紙(箱),851,ATM轉帳
2026-04-06 12:41,SA-991895,M00863,美妝保養,資生堂 百優精純乳霜,2520,ATM轉帳
2026-04-02 19:36,SA-922157,M00292,服飾配件,Nike Air Force 1,3119,信用卡
2026-04-24 18:00,SA-314702,M00213,服飾配件,Levi's 501牛仔褲,3790,LinePay
2026-04-01 13:33,SA-120946,M00976,服飾配件,Ray-Ban 飛行員太陽眼鏡,5085,ATM轉帳
2026-04-19 15:12,SA-268655,M01240,生活居家,舒潔 抽取式衛生紙(箱),820,信用卡
2026-04-08 10:52,SA-401301,M00108,3C家電,Nintendo Switch,8892,ATM轉帳
2026-04-02 12:36,SA-839972,M00206,美妝保養,雅詩蘭黛 小棕瓶,3838,LinePay
2026-04-12 22:36,SA-135955,M01175,生活居家,TOTO 溫水洗淨便座,9641,LinePay
2026-04-04 19:31,SA-664092,M01317,生活居家,舒潔 抽取式衛生紙(箱),826,超商貨到付款
2026-04-21 09:57,SA-320660,M00430,服飾配件,Nike Air Force 1,3067,信用卡
2026-04-07 00:34,SA-430904,M00868,美妝保養,雅詩蘭黛 小棕瓶,3857,信用卡
2026-04-07 04:53,SA-617706,M01101,生活居家,無印良品 PP收納盒,410,超商貨到付款
2026-04-19 10:00,SA-553356,M00069,美妝保養,資生堂 百優精純乳霜,2747,信用卡
2026-04-21 05:39,SA-483302,M00373,服飾配件,Uniqlo 極暖發熱衣,745,超商貨到付款
2026-04-18 17:54,SA-495162,M01376,3C家電,Nintendo Switch,9065,ATM轉帳
2026-04-22 13:19,SA-214385,M00502,3C家電,LG 掃地機器人,15394,街口支付
2026-04-25 16:02,SA-550419,M00354,保健食品,白蘭氏 雙認證雞精(盒),1346,街口支付
2026-04-23 06:30,SA-705430,M00178,生活居家,無印良品 PP收納盒,409,街口支付
2026-04-27 01:53,SA-989167,M00720,美妝保養,資生堂 百優精純乳霜,2583,信用卡
2026-04-19 07:56,SA-837037,M00506,服飾配件,G-Shock 經典運動錶,3001,信用卡
2026-04-04 08:54,SA-349880,M00090,服飾配件,Uniqlo 極暖發熱衣,783,超商貨到付款
2026-04-21 22:21,SA-649562,M01075,美妝保養,SK-II 青春露,5899,LinePay
2026-04-12 06:18,SA-340130,M00127,3C家電,Dyson 吹風機,14130,LinePay
2026-04-13 05:04,SA-103025,M01123,3C家電,Dyson 吹風機,13308,超商貨到付款
2026-04-19 13:07,SA-722995,M01069,美妝保養,理膚寶水 B5全面修復霜,821,信用卡
2026-04-25 14:26,SA-832839,M01072,生活居家,舒潔 抽取式衛生紙(箱),855,超商貨到付款
2026-04-15 14:28,SA-521160,M00822,美妝保養,蘭蔻 極光水,3457,LinePay
2026-04-22 13:20,SA-325590,M01236,生活居家,舒潔 抽取式衛生紙(箱),880,ATM轉帳
2026-04-10 13:53,SA-198741,M00241,3C家電,Sony 降噪耳機,9962,信用卡
2026-04-16 05:52,SA-858608,M00250,3C家電,Sony 降噪耳機,10244,街口支付
2026-04-04 18:00,SA-261452,M00571,生活居家,TOTO 溫水洗淨便座,9731,信用卡
2026-04-09 06:40,SA-113932,M01381,3C家電,Sony 降噪耳機,10548,LinePay
2026-04-02 10:49,SA-123136,M00985,3C家電,Sony 降噪耳機,10150,超商貨到付款
2026-04-25 04:24,SA-962293,M00523,生活居家,無印良品 PP收納盒,409,LinePay
2026-04-12 14:43,SA-766691,M01478,3C家電,LG 掃地機器人,14532,LinePay
2026-04-30 19:55,SA-776473,M00553,3C家電,LG 掃地機器人,14961,LinePay
2026-04-03 03:46,SA-749687,M00121,美妝保養,理膚寶水 B5全面修復霜,825,LinePay
2026-04-18 04:36,SA-894960,M01345,3C家電,LG 掃地機器人,14576,LinePay
2026-04-02 19:32,SA-794539,M00742,3C家電,Sony 降噪耳機,10288,信用卡
2026-04-06 00:29,SA-413600,M00577,服飾配件,Uniqlo 極暖發熱衣,786,LinePay
2026-04-18 17:56,SA-237262,M00763,3C家電,Sony 降噪耳機,10564,LinePay
2026-04-01 10:04,SA-742451,M00041,生活居家,3M 淨水器濾心,2411,信用卡
2026-04-18 04:43,SA-386327,M01486,美妝保養,蘭蔻 極光水,3396,信用卡
2026-04-17 13:39,SA-970905,M00399,服飾配件,Ray-Ban 飛行員太陽眼鏡,5312,超商貨到付款
2026-04-13 08:12,SA-868011,M00636,3C家電,Sony 降噪耳機,9973,信用卡
2026-04-15 22:47,SA-378424,M00284,美妝保養,資生堂 百優精純乳霜,2568,信用卡
2026-04-07 19:05,SA-947796,M00400,服飾配件,G-Shock 經典運動錶,2913,LinePay
2026-04-03 19:06,SA-105973,M00874,服飾配件,Nike Air Force 1,3346,信用卡
2026-04-01 12:56,SA-611951,M01333,服飾配件,Levi's 501牛仔褲,3736,信用卡
2026-04-04 20:23,SA-510827,M01272,3C家電,LG 掃地機器人,14406,信用卡
2026-04-30 18:56,SA-808867,M00825,3C家電,Sony 降噪耳機,10224,信用卡
2026-04-18 10:27,SA-249182,M00488,服飾配件,Nike Air Force 1,3264,LinePay
2026-04-21 04:06,SA-714607,M01033,生活居家,宜得利 N-COOL涼感床墊,1245,信用卡
2026-04-08 19:37,SA-521009,M01410,生活居家,TOTO 溫水洗淨便座,9464,信用卡
2026-04-14 12:16,SA-910607,M01046,服飾配件,G-Shock 經典運動錶,3168,信用卡
2026-04-29 04:20,SA-869874,M01084,3C家電,iPhone 15 Pro,33350,超商貨到付款
2026-04-23 10:06,SA-199964,M00060,生活居家,TOTO 溫水洗淨便座,9403,信用卡
2026-04-12 05:33,SA-675160,M00057,美妝保養,SK-II 青春露,6201,信用卡
2026-04-30 18:53,SA-332768,M00785,美妝保養,蘭蔻 極光水,3439,ATM轉帳
2026-04-30 22:21,SA-780077,M00747,美妝保養,雅詩蘭黛 小棕瓶,4143,LinePay
2026-04-21 21:37,SA-695106,M01111,生活居家,舒潔 抽取式衛生紙(箱),812,信用卡
2026-04-05 01:39,SA-769550,M00032,生活居家,TOTO 溫水洗淨便座,8941,超商貨到付款
2026-04-20 19:45,SA-923288,M00816,3C家電,Nintendo Switch,9152,LinePay
2026-04-26 02:44,SA-146761,M00067,3C家電,Nintendo Switch,9719,LinePay
2026-04-07 21:29,SA-310292,M01304,3C家電,Dyson 吹風機,13527,信用卡
2026-04-21 06:12,SA-653614,M00888,3C家電,Nintendo Switch,9145,LinePay
2026-04-18 09:44,SA-614079,M01049,服飾配件,Nike Air Force 1,3189,信用卡
2026-04-20 08:56,SA-347059,M01296,美妝保養,理膚寶水 B5全面修復霜,840,信用卡
2026-04-30 04:46,SA-593750,M00469,3C家電,Nintendo Switch,9704,信用卡
2026-04-10 23:54,SA-364896,M01298,生活居家,宜得利 N-COOL涼感床墊,1199,信用卡
2026-04-27 03:40,SA-637207,M00778,服飾配件,Levi's 501牛仔褲,3733,街口支付
2026-04-18 02:46,SA-627018,M01314,美妝保養,雅詩蘭黛 小棕瓶,3842,信用卡
2026-04-27 00:56,SA-372634,M00492,美妝保養,蘭蔻 極光水,3486,LinePay
2026-04-01 02:31,SA-640739,M00703,母嬰用品,明治 金選奶粉,706,信用卡
2026-04-03 06:14,SA-112596,M00709,美妝保養,蘭蔻 極光水,3322,信用卡
2026-04-28 14:07,SA-280313,M00572,美妝保養,資生堂 百優精純乳霜,2554,超商貨到付款
2026-04-23 19:04,SA-549949,M00666,3C家電,Nintendo Switch,9380,LinePay
2026-04-06 16:03,SA-110849,M00479,母嬰用品,Combi 奶瓶消毒鍋,3135,信用卡
2026-04-02 06:07,SA-411696,M00711,美妝保養,資生堂 百優精純乳霜,2676,街口支付
2026-04-22 18:49,SA-259802,M00745,生活居家,舒潔 抽取式衛生紙(箱),879,LinePay
2026-04-24 06:34,SA-734716,M00815,美妝保養,理膚寶水 B5全面修復霜,811,信用卡
2026-04-29 02:27,SA-159533,M00016,美妝保養,蘭蔻 極光水,3433,超商貨到付款
2026-04-01 21:49,SA-665019,M00931,母嬰用品,Joie 輕量雙向推車,6423,信用卡
2026-04-06 10:47,SA-724775,M00686,3C家電,Dyson 吹風機,13430,信用卡
2026-04-17 19:53,SA-262384,M00491,服飾配件,G-Shock 經典運動錶,3095,信用卡
2026-04-04 13:17,SA-419902,M00287,3C家電,Apple Watch S9,13234,ATM轉帳
2026-04-27 19:10,SA-215402,M01188,母嬰用品,Combi 奶瓶消毒鍋,3245,LinePay
2026-04-07 21:19,SA-606118,M00994,生活居家,3M 淨水器濾心,2379,LinePay
2026-04-17 11:54,SA-244614,M01487,3C家電,Dyson 吹風機,13260,信用卡
2026-04-02 11:27,SA-678856,M00290,生活居家,舒潔 抽取式衛生紙(箱),825,LinePay
2026-04-27 02:23,SA-855043,M00527,美妝保養,雅詩蘭黛 小棕瓶,4098,超商貨到付款
2026-04-24 16:29,SA-901837,M01378,美妝保養,資生堂 百優精純乳霜,2701,超商貨到付款
2026-04-20 06:46,SA-430040,M00708,3C家電,LG 掃地機器人,14924,信用卡
2026-04-15 22:11,SA-880252,M01287,母嬰用品,Combi 奶瓶消毒鍋,3113,ATM轉帳
2026-04-05 11:31,SA-797262,M01391,美妝保養,雅詩蘭黛 小棕瓶,4126,信用卡
2026-04-29 07:47,SA-123290,M00273,生活居家,無印良品 PP收納盒,439,信用卡
2026-04-09 08:34,SA-562584,M01128,3C家電,Dyson 吹風機,13339,信用卡
2026-04-15 14:00,SA-184046,M00397,3C家電,Apple Watch S9,12288,超商貨到付款
2026-04-29 21:10,SA-234114,M01151,保健食品,善存 綜合維他命,859,LinePay
2026-04-28 02:31,SA-441786,M00445,美妝保養,SK-II 青春露,6180,LinePay
2026-04-20 16:12,SA-958882,M01218,美妝保養,SK-II 青春露,5816,超商貨到付款
2026-04-30 12:27,SA-611877,M01467,美妝保養,資生堂 百優精純乳霜,2683,LinePay
2026-04-11 21:16,SA-853946,M01464,美妝保養,SK-II 青春露,5790,信用卡
2026-04-18 20:40,SA-364539,M00636,母嬰用品,明治 金選奶粉,723,信用卡
2026-04-05 21:16,SA-880180,M00780,服飾配件,G-Shock 經典運動錶,3124,信用卡
2026-04-01 22:17,SA-632686,M00188,3C家電,iPhone 15 Pro,35832,街口支付
2026-04-27 15:55,SA-402973,M00094,服飾配件,Uniqlo 極暖發熱衣,783,超商貨到付款
2026-04-05 09:30,SA-957729,M01153,美妝保養,蘭蔻 極光水,3275,LinePay
2026-04-22 01:39,SA-633827,M00081,3C家電,Sony 降噪耳機,10599,LinePay
2026-04-22 15:42,SA-654607,M01052,服飾配件,Uniqlo 極暖發熱衣,768,超商貨到付款
2026-04-20 09:46,SA-354831,M00291,服飾配件,G-Shock 經典運動錶,2993,信用卡
2026-04-27 00:32,SA-337796,M00891,3C家電,Dyson 吹風機,14419,信用卡
2026-04-15 00:48,SA-220283,M00540,生活居家,宜得利 N-COOL涼感床墊,1215,ATM轉帳
2026-04-26 05:49,SA-343219,M00211,3C家電,iPhone 15 Pro,33969,超商貨到付款
2026-04-04 05:18,SA-607435,M00556,3C家電,Sony 降噪耳機,10153,超商貨到付款
2026-04-11 18:53,SA-667759,M00589,3C家電,LG 掃地機器人,14715,信用卡
2026-04-10 19:15,SA-912409,M00647,服飾配件,Nike Air Force 1,3265,信用卡
2026-04-16 06:09,SA-486312,M00869,美妝保養,蘭蔻 極光水,3252,街口支付
2026-04-27 18:27,SA-282169,M00760,生活居家,3M 淨水器濾心,2475,信用卡
2026-04-07 09:20,SA-488113,M00906,服飾配件,G-Shock 經典運動錶,3118,街口支付
2026-04-09 05:38,SA-110165,M01219,美妝保養,資生堂 百優精純乳霜,2657,街口支付
2026-04-08 07:31,SA-665065,M00182,服飾配件,Ray-Ban 飛行員太陽眼鏡,5402,街口支付
2026-04-12 15:52,SA-482333,M00320,服飾配件,G-Shock 經典運動錶,2975,LinePay
2026-04-17 15:16,SA-415986,M00523,3C家電,Apple Watch S9,12936,信用卡
2026-04-21 20:25,SA-651520,M01193,美妝保養,SK-II 青春露,5719,LinePay
2026-04-27 09:20,SA-890891,M00035,服飾配件,G-Shock 經典運動錶,3187,街口支付
2026-04-26 13:36,SA-965599,M01083,生活居家,宜得利 N-COOL涼感床墊,1165,信用卡
2026-04-06 15:30,SA-531281,M00866,生活居家,宜得利 N-COOL涼感床墊,1223,街口支付
2026-04-01 19:55,SA-863479,M01263,保健食品,桂格 大燕麥片,223,信用卡
2026-04-18 18:31,SA-599042,M01311,美妝保養,理膚寶水 B5全面修復霜,848,LinePay
2026-04-17 21:39,SA-612257,M01073,生活居家,無印良品 PP收納盒,425,街口支付
2026-04-21 19:55,SA-479837,M00219,3C家電,Dyson 吹風機,13756,超商貨到付款
2026-04-09 13:20,SA-870018,M00582,保健食品,娘家 大紅麴,2330,信用卡
2026-04-26 08:01,SA-739942,M01154,3C家電,LG 掃地機器人,15274,信用卡
2026-04-18 20:19,SA-120125,M00931,服飾配件,Uniqlo 極暖發熱衣,724,信用卡
2026-04-10 23:55,SA-224724,M00537,美妝保養,蘭蔻 極光水,3359,超商貨到付款
2026-04-26 05:41,SA-571483,M00472,3C家電,iPhone 15 Pro,36492,超商貨到付款
2026-04-14 17:51,SA-812173,M01141,生活居家,宜得利 N-COOL涼感床墊,1166,信用卡
2026-04-19 12:59,SA-920927,M00841,保健食品,娘家 益生菌,1138,信用卡
2026-04-22 18:39,SA-250893,M00357,美妝保養,理膚寶水 B5全面修復霜,807,超商貨到付款
2026-04-24 03:02,SA-760023,M00958,3C家電,LG 掃地機器人,15794,LinePay
2026-04-02 06:26,SA-699211,M00431,生活居家,宜得利 N-COOL涼感床墊,1224,信用卡
2026-04-07 15:02,SA-608667,M01258,3C家電,iPhone 15 Pro,34701,LinePay
2026-04-06 14:59,SA-694739,M00070,生活居家,3M 淨水器濾心,2406,信用卡
2026-04-05 23:24,SA-289003,M00045,美妝保養,理膚寶水 B5全面修復霜,810,信用卡
2026-04-22 20:21,SA-706910,M00807,3C家電,Nintendo Switch,9129,ATM轉帳
2026-04-29 00:35,SA-751780,M00425,生活居家,3M 淨水器濾心,2408,信用卡
2026-04-06 13:15,SA-443981,M00322,美妝保養,蘭蔻 極光水,3426,信用卡
